Uke,År,Navn,Lokalitetsnummer,Lokalitetsnavn,Tiltak,Virkestoff,Type behandling,Rensefisk,Omfang,Antall,Lat,Lon,Lokalitetskapasitet
42,2021,SALMAR FARMING AS,12633,Lyrnesset,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5256,10.748133,3120.0
39,2021,SALMAR FARMING AS,12633,Lyrnesset,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5256,10.748133,3120.0
35,2021,SALMAR FARMING AS,12633,Lyrnesset,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5256,10.748133,3120.0
32,2021,SALMAR FARMING AS,12633,Lyrnesset,medikamentell,Annet virkestoff,badebehandling,Ingen,deler av lokaliteten,,64.5256,10.748133,3120.0
30,2021,SALMAR FARMING AS,12633,Lyrnesset,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5256,10.748133,3120.0
27,2021,SALMAR FARMING AS,12633,Lyrnesset,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5256,10.748133,3120.0
24,2021,SALMAR FARMING AS,12633,Lyrnesset,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5256,10.748133,3120.0
16,2021,SALMAR FARMING AS,12633,Lyrnesset,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5256,10.748133,3120.0
11,2021,SALMAR FARMING AS,12633,Lyrnesset,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5256,10.748133,3120.0
52,2020,SALMAR FARMING AS,12633,Lyrnesset,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,64.5256,10.748133,3120.0
38,2020,SALMAR FARMING AS,12633,Lyrnesset,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,64.5256,10.748133,3120.0
37,2020,SALMAR FARMING AS,12633,Lyrnesset,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,64.5256,10.748133,3120.0
42,2021,MOWI ASA,11129,Nordfugløy,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,67.083916,13.85685,6240.0
41,2021,MOWI ASA,11129,Nordfugløy,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,67.083916,13.85685,6240.0
40,2021,MOWI ASA,11129,Nordfugløy,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,67.083916,13.85685,6240.0
18,2021,MOWI ASA,11129,Nordfugløy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,67.083916,13.85685,6240.0
3,2021,MOWI ASA,11129,Nordfugløy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,67.083916,13.85685,6240.0
51,2020,MOWI ASA,11129,Nordfugløy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,67.083916,13.85685,6240.0
50,2020,MOWI ASA,11129,Nordfugløy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,67.083916,13.85685,6240.0
46,2020,MOWI ASA,11129,Nordfugløy,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,67.083916,13.85685,6240.0
42,2020,MOWI ASA,11129,Nordfugløy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,67.083916,13.85685,6240.0
41,2020,MOWI ASA,11129,Nordfugløy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,67.083916,13.85685,6240.0
33,2020,MOWI ASA,11129,Nordfugløy,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,67.083916,13.85685,6240.0
32,2020,MOWI ASA,11129,Nordfugløy,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,67.083916,13.85685,6240.0
31,2020,MOWI ASA,11129,Nordfugløy,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,67.083916,13.85685,6240.0
25,2020,MOWI ASA,11129,Nordfugløy,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,67.083916,13.85685,6240.0
24,2020,MOWI ASA,11129,Nordfugløy,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,67.083916,13.85685,6240.0
23,2020,MOWI ASA,11129,Nordfugløy,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,67.083916,13.85685,6240.0
22,2020,MOWI ASA,11129,Nordfugløy,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,67.083916,13.85685,6240.0
42,2021,SALMAR FARMING AS,13531,Skogshamn,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,69.09302,17.512568,5280.0
41,2021,SALMAR FARMING AS,13531,Skogshamn,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,69.09302,17.512568,5280.0
35,2021,SALMAR FARMING AS,13531,Skogshamn,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.09302,17.512568,5280.0
34,2021,SALMAR FARMING AS,13531,Skogshamn,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.09302,17.512568,5280.0
53,2020,SALMAR FARMING AS,13531,Skogshamn,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.09302,17.512568,5280.0
52,2020,SALMAR FARMING AS,13531,Skogshamn,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.09302,17.512568,5280.0
51,2020,SALMAR FARMING AS,13531,Skogshamn,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.09302,17.512568,5280.0
45,2020,SALMAR FARMING AS,13531,Skogshamn,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.09302,17.512568,5280.0
44,2020,SALMAR FARMING AS,13531,Skogshamn,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.09302,17.512568,5280.0
36,2020,SALMAR FARMING AS,13531,Skogshamn,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.09302,17.512568,5280.0
35,2020,SALMAR FARMING AS,13531,Skogshamn,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.09302,17.512568,5280.0
41,2021,SALMAR FARMING AS,13852,Gjermundnes,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,62.6275,7.192817,3120.0
35,2021,SALMAR FARMING AS,13852,Gjermundnes,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,62.6275,7.192817,3120.0
21,2021,SALMAR FARMING AS,13852,Gjermundnes,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,62.6275,7.192817,3120.0
20,2021,SALMAR FARMING AS,13852,Gjermundnes,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,62.6275,7.192817,3120.0
19,2021,SALMAR FARMING AS,13852,Gjermundnes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.6275,7.192817,3120.0
41,2021,MOWI ASA,10808,Hjellberget,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.9116,21.597166,5400.0
40,2021,MOWI ASA,10808,Hjellberget,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.9116,21.597166,5400.0
39,2021,MOWI ASA,10808,Hjellberget,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.9116,21.597166,5400.0
42,2020,MOWI ASA,10808,Hjellberget,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.9116,21.597166,5400.0
41,2020,MOWI ASA,10808,Hjellberget,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.9116,21.597166,5400.0
36,2020,MOWI ASA,10808,Hjellberget,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.9116,21.597166,5400.0
34,2020,MOWI ASA,10808,Hjellberget,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.9116,21.597166,5400.0
41,2021,MOWI ASA,12348,Kåholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.617184,8.994133,4680.0
40,2021,MOWI ASA,12348,Kåholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.617184,8.994133,4680.0
35,2021,MOWI ASA,12348,Kåholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.617184,8.994133,4680.0
25,2021,MOWI ASA,12348,Kåholmen,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,63.617184,8.994133,4680.0
3,2020,MOWI ASA,12348,Kåholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.617184,8.994133,4680.0
2,2020,MOWI ASA,12348,Kåholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.617184,8.994133,4680.0
1,2020,MOWI ASA,12348,Kåholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.617184,8.994133,4680.0
41,2021,NRS FARMING AS,10281,Store Kvalfjord,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,70.32111,22.896517,3600.0
41,2021,SALMAR FARMING AS,32637,Veidnes,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,70.53992,30.136583,5900.0
40,2021,SALMAR FARMING AS,32637,Veidnes,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,70.53992,30.136583,5900.0
40,2021,MOWI ASA,13845,Beitveit,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.141335,5.3397,5460.0
37,2021,MOWI ASA,13845,Beitveit,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.141335,5.3397,5460.0
35,2021,MOWI ASA,13845,Beitveit,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.141335,5.3397,5460.0
32,2021,MOWI ASA,13845,Beitveit,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.141335,5.3397,5460.0
31,2021,MOWI ASA,13845,Beitveit,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.141335,5.3397,5460.0
24,2021,MOWI ASA,13845,Beitveit,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.141335,5.3397,5460.0
27,2020,MOWI ASA,13845,Beitveit,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,62.141335,5.3397,5460.0
26,2020,MOWI ASA,13845,Beitveit,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,62.141335,5.3397,5460.0
25,2020,MOWI ASA,13845,Beitveit,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,62.141335,5.3397,5460.0
40,2021,SALMAR FARMING AS,31717,Gjerset V,medikamentell,Hydrogenperoksid,badebehandling,Ingen,hele lokaliteten,,62.53023,6.429083,1560.0
40,2021,MOWI ASA,10806,Rakkenes,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.88507,21.729982,5400.0
39,2021,MOWI ASA,10806,Rakkenes,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.88507,21.729982,5400.0
40,2021,MOWI ASA,45000,Svartberget,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,70.01877,22.020733,2700.0
42,2020,MOWI ASA,45000,Svartberget,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,70.01877,22.020733,2700.0
41,2020,MOWI ASA,45000,Svartberget,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,70.01877,22.020733,2700.0
40,2020,MOWI ASA,45000,Svartberget,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,70.01877,22.020733,2700.0
40,2021,MOWI ASA,35657,Varden,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.635715,9.186467,7020.0
38,2021,MOWI ASA,35657,Varden,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.635715,9.186467,7020.0
37,2021,MOWI ASA,35657,Varden,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.635715,9.186467,7020.0
36,2021,MOWI ASA,35657,Varden,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.635715,9.186467,7020.0
35,2021,MOWI ASA,35657,Varden,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.635715,9.186467,7020.0
34,2021,MOWI ASA,35657,Varden,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.635715,9.186467,7020.0
33,2021,MOWI ASA,35657,Varden,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.635715,9.186467,7020.0
31,2021,MOWI ASA,35657,Varden,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.635715,9.186467,7020.0
29,2021,MOWI ASA,35657,Varden,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.635715,9.186467,7020.0
27,2021,MOWI ASA,35657,Varden,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.635715,9.186467,7020.0
26,2021,MOWI ASA,35657,Varden,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.635715,9.186467,7020.0
21,2021,MOWI ASA,35657,Varden,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.635715,9.186467,7020.0
18,2021,MOWI ASA,35657,Varden,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.635715,9.186467,7020.0
17,2021,MOWI ASA,35657,Varden,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.635715,9.186467,7020.0
16,2021,MOWI ASA,35657,Varden,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.635715,9.186467,7020.0
12,2021,MOWI ASA,35657,Varden,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.635715,9.186467,7020.0
6,2021,MOWI ASA,35657,Varden,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.635715,9.186467,7020.0
35,2020,MOWI ASA,35657,Varden,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.635715,9.186467,7020.0
34,2020,MOWI ASA,35657,Varden,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.635715,9.186467,7020.0
39,2021,MOWI ASA,12855,Kornstad,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.960384,7.45015,3120.0
34,2021,MOWI ASA,12855,Kornstad,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.960384,7.45015,3120.0
33,2021,MOWI ASA,12855,Kornstad,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.960384,7.45015,3120.0
28,2021,MOWI ASA,12855,Kornstad,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.960384,7.45015,3120.0
25,2021,MOWI ASA,12855,Kornstad,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.960384,7.45015,3120.0
39,2021,MOWI ASA,11074,Kvalvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,66.66908,13.391633,3120.0
33,2021,MOWI ASA,11074,Kvalvika,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,66.66908,13.391633,3120.0
22,2021,MOWI ASA,11074,Kvalvika,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,66.66908,13.391633,3120.0
21,2021,MOWI ASA,11074,Kvalvika,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,66.66908,13.391633,3120.0
33,2020,MOWI ASA,11074,Kvalvika,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,66.66908,13.391633,3120.0
28,2020,MOWI ASA,11074,Kvalvika,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,66.66908,13.391633,3120.0
39,2021,MOWI ASA,33417,Persflua,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.91345,9.826433,6240.0
35,2021,MOWI ASA,33417,Persflua,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.91345,9.826433,6240.0
32,2021,MOWI ASA,33417,Persflua,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.91345,9.826433,6240.0
31,2021,MOWI ASA,33417,Persflua,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.91345,9.826433,6240.0
29,2021,MOWI ASA,33417,Persflua,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.91345,9.826433,6240.0
26,2021,MOWI ASA,33417,Persflua,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.91345,9.826433,6240.0
25,2021,MOWI ASA,33417,Persflua,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.91345,9.826433,6240.0
24,2021,MOWI ASA,33417,Persflua,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.91345,9.826433,6240.0
4,2021,MOWI ASA,33417,Persflua,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.91345,9.826433,6240.0
2,2021,MOWI ASA,33417,Persflua,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.91345,9.826433,6240.0
1,2021,MOWI ASA,33417,Persflua,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.91345,9.826433,6240.0
50,2020,MOWI ASA,33417,Persflua,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.91345,9.826433,6240.0
48,2020,MOWI ASA,33417,Persflua,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.91345,9.826433,6240.0
47,2020,MOWI ASA,33417,Persflua,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,63.91345,9.826433,6240.0
46,2020,MOWI ASA,33417,Persflua,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.91345,9.826433,6240.0
45,2020,MOWI ASA,33417,Persflua,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.91345,9.826433,6240.0
41,2020,MOWI ASA,33417,Persflua,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.91345,9.826433,6240.0
40,2020,MOWI ASA,33417,Persflua,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.91345,9.826433,6240.0
32,2020,MOWI ASA,33417,Persflua,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,63.91345,9.826433,6240.0
39,2021,MOWI ASA,13124,Storstrompan,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,66.54563,13.419083,4680.0
38,2021,MOWI ASA,13124,Storstrompan,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,66.54563,13.419083,4680.0
50,2020,MOWI ASA,13124,Storstrompan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,66.54563,13.419083,4680.0
48,2020,MOWI ASA,13124,Storstrompan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,66.54563,13.419083,4680.0
46,2020,MOWI ASA,13124,Storstrompan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,66.54563,13.419083,4680.0
43,2020,MOWI ASA,13124,Storstrompan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,66.54563,13.419083,4680.0
42,2020,MOWI ASA,13124,Storstrompan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,66.54563,13.419083,4680.0
39,2020,MOWI ASA,13124,Storstrompan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,66.54563,13.419083,4680.0
38,2020,MOWI ASA,13124,Storstrompan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,66.54563,13.419083,4680.0
29,2020,MOWI ASA,13124,Storstrompan,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,66.54563,13.419083,4680.0
39,2021,SALMAR FARMING AS,12268,Terningen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.6431,6.54805,3120.0
38,2021,SALMAR FARMING AS,12268,Terningen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.6431,6.54805,3120.0
34,2021,SALMAR FARMING AS,12268,Terningen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.6431,6.54805,3120.0
33,2021,SALMAR FARMING AS,12268,Terningen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.6431,6.54805,3120.0
38,2021,MOWI ASA,12237,Brudevika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.116566,5.420717,5460.0
31,2021,MOWI ASA,12237,Brudevika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.116566,5.420717,5460.0
26,2021,MOWI ASA,12237,Brudevika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.116566,5.420717,5460.0
24,2021,MOWI ASA,12237,Brudevika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.116566,5.420717,5460.0
7,2021,MOWI ASA,12237,Brudevika,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,62.116566,5.420717,5460.0
6,2021,MOWI ASA,12237,Brudevika,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,62.116566,5.420717,5460.0
38,2021,GRIEG SEAFOOD FINNMARK AS,27015,Kjøsen,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,70.14052,22.24615,2700.0
37,2021,GRIEG SEAFOOD FINNMARK AS,27015,Kjøsen,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,70.14052,22.24615,2700.0
38,2021,SALMAR FARMING AS,14043,Lybergsvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.64515,7.450533,3120.0
33,2021,SALMAR FARMING AS,14043,Lybergsvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.64515,7.450533,3120.0
32,2021,SALMAR FARMING AS,14043,Lybergsvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.64515,7.450533,3120.0
23,2021,SALMAR FARMING AS,14043,Lybergsvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.64515,7.450533,3120.0
12,2021,SALMAR FARMING AS,14043,Lybergsvika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.64515,7.450533,3120.0
38,2021,GRIEG SEAFOOD FINNMARK AS,10795,Olaneset,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,70.2122,22.2785,3600.0
37,2021,GRIEG SEAFOOD FINNMARK AS,10795,Olaneset,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,70.2122,22.2785,3600.0
38,2021,SALMAR FARMING AS,20796,Skarbukta,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,62.59785,7.367717,3120.0
35,2021,SALMAR FARMING AS,20796,Skarbukta,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.59785,7.367717,3120.0
31,2021,SALMAR FARMING AS,20796,Skarbukta,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.59785,7.367717,3120.0
38,2021,GRIEG SEAFOOD FINNMARK AS,10825,Steinviknes,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,70.15147,22.308067,2700.0
37,2021,GRIEG SEAFOOD FINNMARK AS,10825,Steinviknes,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,70.15147,22.308067,2700.0
3,2020,GRIEG SEAFOOD FINNMARK AS,10825,Steinviknes,medikamentell,Deltamethrin,badebehandling,Ingen,deler av lokaliteten,,70.15147,22.308067,2700.0
38,2021,NRS FARMING AS,36099,Store Kobbøy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,70.91161,25.32495,5400.0
23,2021,NRS FARMING AS,36099,Store Kobbøy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,70.91161,25.32495,5400.0
50,2020,NRS FARMING AS,36099,Store Kobbøy,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,70.91161,25.32495,5400.0
37,2020,NRS FARMING AS,36099,Store Kobbøy,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,70.91161,25.32495,5400.0
36,2020,NRS FARMING AS,36099,Store Kobbøy,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,70.91161,25.32495,5400.0
38,2021,GRIEG SEAFOOD FINNMARK AS,13316,Storvik,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,70.14955,22.41675,2700.0
37,2021,GRIEG SEAFOOD FINNMARK AS,13316,Storvik,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,70.14955,22.41675,2700.0
4,2020,GRIEG SEAFOOD FINNMARK AS,13316,Storvik,medikamentell,Annet virkestoff,badebehandling,Ingen,deler av lokaliteten,,70.14955,22.41675,2700.0
37,2021,MOWI ASA,10223,Bremnessvaet,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.39795,8.214317,7020.0
34,2021,MOWI ASA,10223,Bremnessvaet,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,63.39795,8.214317,7020.0
33,2021,MOWI ASA,10223,Bremnessvaet,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.39795,8.214317,7020.0
31,2021,MOWI ASA,10223,Bremnessvaet,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,63.39795,8.214317,7020.0
26,2021,MOWI ASA,10223,Bremnessvaet,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,63.39795,8.214317,7020.0
16,2021,MOWI ASA,10223,Bremnessvaet,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.39795,8.214317,7020.0
14,2021,MOWI ASA,10223,Bremnessvaet,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.39795,8.214317,7020.0
30,2020,MOWI ASA,10223,Bremnessvaet,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,63.39795,8.214317,7020.0
29,2020,MOWI ASA,10223,Bremnessvaet,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,63.39795,8.214317,7020.0
37,2021,GRIEG SEAFOOD FINNMARK AS,31137,Danielsnes,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,70.19168,22.321016,3600.0
36,2021,GRIEG SEAFOOD FINNMARK AS,31137,Danielsnes,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,70.19168,22.321016,3600.0
